EXCHANGE DATE,AFIN,AINM,ALLI,AMMB,ANCR,APES,BIMB,BMYS,CIMB,ECMI,ELKD,HLBB,HLCB,INSS,JHHS,KCDS,KNNK,LOND,MAAS,MBBM,MBSS,MNLF,MNRB,MPHB,PACO,PUBM,REDI,RHBC,TAKA,TUNE
1/1/2020,1.9,16.28,2.63,3.91,14.14,0.8,3.156,6.09,5.15,0.27,1.65,17.3,16.9,0.815,0.068,1.7,0.45,15.1,0.78,8.64,0.83,2.48,1.12,1.05,0.96,3.888,0.825,5.78,5.7,0.565
2/1/2020,1.89,16.6,2.62,3.94,14,0.8,3.142,6.09,5.2,0.27,1.66,17.3,17.12,0.825,0.068,1.68,0.45,15.16,0.76,8.75,0.84,2.48,1.11,1.04,0.955,3.98,0.825,5.74,5.68,0.565
3/1/2020,1.9,16.9,2.64,3.92,14,0.8,3.199,6.15,5.22,0.27,1.66,17.44,17.52,0.835,0.068,1.68,0.45,15.26,0.77,8.75,0.845,2.48,1.1,1.07,0.955,3.992,0.825,5.75,5.65,0.575
6/1/2020,1.89,16.72,2.6,3.83,14,0.8,3.192,6.08,5.22,0.275,1.67,17.6,17.68,0.84,0.072,1.66,0.45,15.44,0.77,8.65,0.835,2.43,1.1,1.07,0.955,3.98,0.82,5.74,5.6,0.57
7/1/2020,1.9,16.34,2.62,3.83,13.9,0.8,3.149,6.11,5.29,0.265,1.66,17.66,17.44,0.855,0.068,1.73,0.465,15.3,0.77,8.65,0.835,2.43,1.1,1.08,0.96,4.024,0.825,5.93,5.63,0.575
8/1/2020,1.88,15.8,2.58,3.8,13.62,0.78,3.142,6.06,5.17,0.265,1.65,17.56,17,0.845,0.068,1.69,0.445,15.04,0.76,8.54,0.825,2.43,1.09,1.06,0.95,3.92,0.815,5.84,5.63,0.555
9/1/2020,1.88,15.72,2.58,3.88,13.86,0.78,3.127,6.06,5.24,0.28,1.64,17.56,17.44,0.875,0.072,1.69,0.45,15.32,0.75,8.65,0.83,2.43,1.09,1.06,0.95,3.912,0.835,5.79,5.65,0.56
10/1/2020,1.9,15.34,2.59,3.89,13.8,0.78,3.156,6.11,5.2,0.255,1.66,17.56,17.28,0.88,0.072,1.7,0.445,15.14,0.75,8.65,0.83,2.43,1.09,1.05,0.95,3.908,0.86,5.85,5.79,0.56
13/1/2020,1.89,15.68,2.58,3.91,13.5,0.78,3.156,6.06,5.2,0.255,1.65,17.2,17.16,0.875,0.072,1.7,0.45,15.04,0.76,8.65,0.825,2.43,1.08,1.05,0.955,3.844,0.86,5.85,5.77,0.56
14/1/2020,1.9,15.9,2.58,3.85,13.5,0.78,3.156,6.06,5.18,0.255,1.66,16.84,16.94,0.88,0.068,1.68,0.455,15.04,0.76,8.65,0.83,2.43,1.09,1.05,0.95,3.828,0.865,5.82,5.73,0.565
15/1/2020,1.9,15.9,2.58,3.91,13.64,0.8,3.156,6.06,5.18,0.255,1.66,16.86,16.98,0.88,0.068,1.72,0.445,15.1,0.765,8.6,0.83,2.42,1.08,1.06,0.95,3.912,0.855,5.81,5.7,0.57
16/1/2020,1.88,15.98,2.57,3.9,13.42,0.8,2.998,6.05,5.17,0.255,1.65,16.96,16.98,0.885,0.068,1.7,0.45,15.08,0.765,8.61,0.825,2.42,1.09,1.07,0.95,3.912,0.85,5.81,5.11,0.565
17/1/2020,1.89,16,2.56,3.94,13.3,0.85,3.013,6.06,5.16,0.255,1.66,16.96,16.86,0.895,0.068,1.69,0.45,15.04,0.745,8.62,0.83,2.42,1.12,1.07,0.95,3.92,0.865,5.84,5.18,0.56
20/1/2020,1.87,15.94,2.55,3.88,13.38,0.8,2.919,6.05,5.12,0.255,1.64,16.9,16.88,0.9,0.068,1.7,0.445,15.06,0.75,8.6,0.83,2.46,1.1,1.12,0.95,3.896,0.855,5.85,5.27,0.565
21/1/2020,1.89,15.68,2.53,3.84,12.9,0.8,3.013,6.02,5.13,0.255,1.63,16.84,16.52,0.905,0.068,1.73,0.445,15.04,0.745,8.6,0.825,2.46,1.09,1.11,0.95,3.896,0.855,5.84,5.2,0.56
22/1/2020,1.86,15.78,2.49,3.82,13.06,0.8,2.912,6.05,5.03,0.255,1.65,16.24,16.56,0.9,0.063,1.71,0.445,15.1,0.75,8.55,0.825,2.46,1.08,1.08,0.945,3.804,0.83,5.84,5.18,0.55
23/1/2020,1.89,15.88,2.45,3.84,13,0.785,2.876,6.01,5.05,0.26,1.64,16.16,16.4,0.89,0.063,1.71,0.43,15.02,0.75,8.51,0.825,2.46,1.08,1.06,0.95,3.828,0.85,5.81,5.18,0.55
24/1/2020,1.88,14.86,2.47,3.83,13.06,0.785,2.869,5.97,5.06,0.26,1.64,16.14,16.4,0.905,0.068,1.71,0.43,15.04,0.75,8.53,0.825,2.46,1.09,1.07,0.95,3.836,0.84,5.85,4.83,0.55
27/1/2020,1.88,14.86,2.47,3.83,13.06,0.785,2.869,5.97,5.06,0.26,1.64,16.14,16.4,0.905,0.068,1.71,0.43,15.04,0.75,8.53,0.825,2.46,1.09,1.07,0.95,3.836,0.84,5.85,4.83,0.55
28/1/2020,1.86,14.34,2.42,3.77,13.26,0.785,2.805,5.78,4.96,0.26,1.66,15.78,16.18,0.89,0.063,1.67,0.425,15.1,0.745,8.46,0.81,2.45,1.07,1.06,0.95,3.792,0.84,5.74,4.59,0.52
29/1/2020,1.86,14.5,2.42,3.77,13.32,0.785,2.833,5.86,4.99,0.26,1.65,15.8,16.2,0.9,0.063,1.66,0.425,15.1,0.75,8.45,0.81,2.45,1.06,1.06,0.945,3.8,0.85,5.75,4.6,0.525
30/1/2020,1.85,14.62,2.44,3.78,13.32,0.785,2.833,5.68,4.95,0.255,1.64,15.78,16.22,0.89,0.063,1.68,0.43,15,0.75,8.49,0.81,2.45,1.06,1.07,0.945,3.78,0.835,5.73,4.58,0.525
31/1/2020,1.84,14.4,2.45,3.7,12.98,0.785,2.833,5.55,4.93,0.255,1.59,16,16.14,0.865,0.059,1.66,0.42,14.96,0.75,8.43,0.795,2.45,1.02,1.04,0.94,3.72,0.825,5.69,4.55,0.505
3/2/2020,1.84,13.92,2.41,3.69,13,0.785,2.719,5.45,4.85,0.255,1.57,15.88,16.16,0.845,0.063,1.64,0.42,14.8,0.74,8.36,0.78,2.46,1,1.04,0.94,3.712,0.82,5.69,4.3,0.475
4/2/2020,1.82,13.96,2.39,3.8,12.9,0.785,2.726,5.59,4.92,0.255,1.62,16,16.2,0.855,0.063,1.64,0.42,15.06,0.74,8.4,0.785,2.45,1.01,1.04,0.94,3.64,0.83,5.71,4.21,0.47
5/2/2020,1.82,14.06,2.41,3.83,12.9,0.785,2.769,5.75,4.98,0.28,1.62,15.98,16.32,0.85,0.063,1.64,0.415,15.1,0.78,8.36,0.79,2.45,1,1.05,0.94,3.6,0.835,5.7,4.25,0.48
6/2/2020,1.84,14.24,2.4,3.85,13.3,0.785,2.783,5.75,5.02,0.24,1.61,16.1,16.16,0.855,0.063,1.63,0.425,15.26,0.75,8.45,0.805,2.44,1.04,1.04,0.94,3.68,0.83,5.76,4.69,0.485
7/2/2020,1.83,14.3,2.47,3.83,13.22,0.77,2.797,5.86,5.15,0.24,1.63,16.1,17.28,0.85,0.063,1.63,0.42,15.22,0.745,8.51,0.8,2.44,1.04,1.04,0.94,3.668,0.83,5.75,4.77,0.485
10/2/2020,1.82,14.8,2.43,3.83,13.14,0.77,2.833,5.79,5.07,0.245,1.63,16.16,16.38,0.84,0.063,1.65,0.415,15.18,0.74,8.48,0.795,2.44,1.02,1.04,0.94,3.656,0.83,5.7,4.69,0.475
11/2/2020,1.83,14.92,2.45,3.87,13.2,0.77,2.797,5.72,5.08,0.245,1.63,16.14,16.38,0.835,0.063,1.64,0.415,15.18,0.75,8.54,0.8,2.44,1.02,1.03,0.94,3.66,0.825,5.72,4.7,0.48
12/2/2020,1.8,14.8,2.4,3.86,12.9,0.75,2.69,5.6,4.95,0.245,1.65,15.44,16.16,0.84,0.063,1.64,0.43,15.22,0.745,8.46,0.8,2.44,1.01,1.03,0.94,3.556,0.83,5.61,4.64,0.475
13/2/2020,1.8,14.78,2.41,3.85,13.32,0.745,2.719,5.66,4.88,0.245,1.63,15.14,16.06,0.84,0.063,1.64,0.43,15.22,0.75,8.46,0.795,2.44,1.01,1.04,0.94,3.56,0.845,5.64,4.71,0.475
14/2/2020,1.81,14.88,2.39,3.9,13.22,0.745,2.826,5.69,4.87,0.245,1.63,15.08,15.84,0.855,0.063,1.62,0.43,15.28,0.755,8.47,0.79,2.44,1.01,1.03,0.94,3.524,0.85,5.71,5.03,0.49
17/2/2020,1.85,15,2.43,3.89,13.28,0.745,2.79,5.75,4.92,0.245,1.66,15.16,16.1,0.86,0.063,1.64,0.435,14.72,0.745,8.49,0.79,2.44,1.01,1.04,0.94,3.524,0.84,5.67,5.03,0.505
18/2/2020,1.84,15.2,2.4,3.91,13.5,0.745,2.776,5.63,4.96,0.245,1.67,15.3,16.02,0.86,0.063,1.65,0.44,14.7,0.78,8.47,0.79,2.44,1,1.03,0.94,3.54,0.845,5.7,4.84,0.49
19/2/2020,1.83,15.34,2.4,3.88,13.78,0.745,2.776,5.56,4.95,0.245,1.63,15.34,16.1,0.86,0.063,1.64,0.455,14.6,0.755,8.4,0.785,2.44,1,1.03,0.94,3.588,0.885,5.75,4.84,0.49
20/2/2020,1.85,15.4,2.41,3.85,14.26,0.76,2.783,5.57,4.98,0.245,1.66,15.38,16.06,0.86,0.063,1.67,0.45,14.64,0.77,8.42,0.79,2.31,1.02,1.03,0.94,3.624,0.905,5.67,4.85,0.495
21/2/2020,1.84,15.6,2.38,3.81,13.9,0.76,2.769,5.57,5,0.24,1.66,15.32,16.04,0.86,0.063,1.67,0.44,14.66,0.785,8.41,0.785,2.31,1.03,1.03,0.94,3.628,0.885,5.71,4.9,0.495
24/2/2020,1.81,15.5,2.31,3.76,13.64,0.76,2.697,5.49,4.86,0.235,1.63,15.06,16.06,0.84,0.063,1.62,0.44,14.6,0.785,8.2,0.78,2.31,1,1.01,0.94,3.48,0.875,5.5,4.81,0.47
25/2/2020,1.81,15.48,2.32,3.76,13.88,0.76,2.704,5.5,4.9,0.23,1.63,15.12,15.8,0.845,0.063,1.62,0.43,14.62,0.76,8.28,0.775,2.31,1,1,0.94,3.504,0.875,5.56,4.77,0.47
26/2/2020,1.8,15.7,2.28,3.78,14,0.76,2.69,5.54,4.91,0.245,1.64,15.18,15.72,0.83,0.063,1.62,0.43,14.6,0.775,8.33,0.765,2.31,1,1.02,0.945,3.44,0.87,5.58,4.7,0.47
27/2/2020,1.78,15.7,2.28,3.77,14.08,0.76,2.697,5.52,4.86,0.245,1.64,15.46,15.72,0.81,0.068,1.62,0.43,14.56,0.77,8.52,0.765,2.37,1,1.02,0.945,3.46,0.87,5.61,4.81,0.465
28/2/2020,1.78,15.3,2.31,3.7,13.8,0.76,2.711,5.51,4.82,0.235,1.62,15.3,15.3,0.76,0.063,1.55,0.425,14.5,0.785,8.42,0.77,2.37,0.95,1,0.945,3.42,0.84,5.55,4.74,0.435
2/3/2020,1.77,14.98,2.23,3.63,14,0.75,2.675,5.47,4.6,0.24,1.62,15.02,15.2,0.75,0.068,1.57,0.42,14.5,0.745,8.39,0.755,2.35,0.94,1.01,0.94,3.416,0.845,5.49,4.57,0.42
3/3/2020,1.78,15.44,2.23,3.63,13.6,0.72,2.675,5.44,4.5,0.24,1.61,15.6,15.3,0.76,0.063,1.6,0.425,14.5,0.75,8.41,0.765,2.39,0.94,1,0.94,3.552,0.86,5.64,4.57,0.415
4/3/2020,1.8,15.2,2.22,3.7,13.76,0.72,2.661,5.46,4.54,0.235,1.58,15.86,15.9,0.75,0.063,1.6,0.425,14.5,0.75,8.47,0.765,2.39,0.935,1,0.94,3.58,0.865,5.71,4.49,0.41
5/3/2020,1.76,15.18,2.26,3.7,13.68,0.72,2.668,5.48,4.5,0.235,1.61,15.64,15.84,0.76,0.059,1.6,0.44,14.58,0.75,8.53,0.76,2.39,0.935,0.99,0.94,3.6,0.87,5.71,4.6,0.425
6/3/2020,1.74,14.96,2.22,3.69,13.84,0.72,2.668,5.41,4.44,0.225,1.58,15.54,15.8,0.745,0.063,1.57,0.435,14.5,0.75,8.5,0.755,2.39,0.925,0.99,0.94,3.532,0.86,5.7,4.5,0.41
9/3/2020,1.62,14.4,2.1,3.6,13.5,0.72,2.618,5.23,4.2,0.22,1.45,15.16,15.1,0.68,0.059,1.42,0.4,14.4,0.74,8.24,0.705,2.34,0.83,0.94,0.935,3.404,0.805,5.47,4.39,0.36
10/3/2020,1.62,14.56,2.06,3.63,13.46,0.69,2.611,5.25,4.35,0.27,1.52,15.08,14.7,0.665,0.059,1.4,0.405,14.3,0.755,8.37,0.7,2.34,0.85,0.925,0.935,3.46,0.825,5.54,4.25,0.36
11/3/2020,1.62,14.62,2.1,3.58,13.46,0.69,2.654,5.29,4.39,0.27,1.49,15.06,14.34,0.68,0.054,1.4,0.425,14.3,0.76,8.39,0.73,2.36,0.85,0.895,0.935,3.36,0.82,5.58,4.3,0.355
12/3/2020,1.56,14.14,1.99,3.43,13.22,0.795,2.582,5.28,4.27,0.27,1.45,14.62,14.02,0.635,0.059,1.35,0.415,14.28,0.72,8.28,0.69,2.3,0.78,0.86,0.935,3.24,0.78,5.5,4.2,0.325
13/3/2020,1.55,13.6,1.87,3.16,12.36,0.69,2.467,5.14,4.01,0.27,1.4,13.3,13.5,0.6,0.05,1.3,0.4,14.04,0.695,7.88,0.65,2.15,0.74,0.79,0.93,3.06,0.75,5.19,3.9,0.3
16/3/2020,1.47,13.1,1.67,3,10.7,0.66,2.216,4.9,3.6,0.27,1.28,13,12.38,0.53,0.041,1.2,0.39,11.5,0.7,7.29,0.575,2.15,0.65,0.735,0.925,2.9,0.7,4.8,3.19,0.27
17/3/2020,1.44,12.5,1.6,3.05,9.8,0.8,2.13,4.82,3.49,0.27,1.19,12.58,11.9,0.49,0.036,1.05,0.385,11.2,0.64,7.36,0.55,1.76,0.605,0.71,0.915,2.78,0.69,4.69,3.44,0.265
18/3/2020,1.44,12.42,1.61,3.05,9.09,0.8,2.094,4.71,3.35,0.27,1.13,12.42,12.2,0.445,0.032,1.01,0.37,10.9,0.745,7.26,0.52,1.76,0.57,0.625,0.91,2.604,0.705,4.55,3.34,0.25
19/3/2020,1.33,11.58,1.57,2.93,7.96,0.75,2.03,4.42,3.14,0.22,1.14,11.98,11.38,0.38,0.032,0.97,0.355,10.16,0.645,7.08,0.47,1.75,0.525,0.52,0.88,2.532,0.695,4.28,3.17,0.23
20/3/2020,1.37,12.02,1.68,3.03,8.58,0.75,2.08,4.7,3.64,0.25,1.15,12.5,12.4,0.45,0.036,0.98,0.385,10.82,0.635,7.51,0.53,1.76,0.52,0.565,0.88,2.808,0.72,4.97,3.2,0.26
23/3/2020,1.38,11.62,1.6,2.9,7.86,0.75,2.023,4.56,3.29,0.25,1.13,12.7,12.14,0.41,0.036,0.9,0.385,10.18,0.58,7.12,0.495,1.76,0.5,0.535,0.875,2.78,0.7,4.72,3.15,0.23
24/3/2020,1.41,12.78,1.71,2.91,7.98,0.73,2.023,4.52,3.44,0.245,1.13,14.2,13,0.425,0.036,0.92,0.385,10.58,0.58,7.3,0.52,1.76,0.505,0.565,0.875,3.048,0.73,5,3.31,0.245
25/3/2020,1.41,12.7,1.78,2.93,8.2,0.71,2.066,4.6,3.52,0.24,1.13,14.2,13.44,0.485,0.036,0.94,0.385,11.1,0.595,7.3,0.525,1.76,0.51,0.56,0.865,3.144,0.735,4.9,3.55,0.245
26/3/2020,1.41,12.68,1.85,2.9,8.31,0.71,2.102,4.78,3.5,0.255,1.13,14.2,13.04,0.47,0.036,0.945,0.405,11.04,0.59,7.27,0.535,1.76,0.53,0.58,0.865,3.108,0.725,4.95,3.53,0.255
27/3/2020,1.42,12.78,1.91,2.93,8.48,0.71,2.145,4.95,3.57,0.255,1.17,14.2,13.6,0.48,0.036,1.05,0.41,11.52,0.59,7.37,0.555,1.77,0.55,0.585,0.86,3.18,0.74,4.97,3.49,0.26
30/3/2020,1.41,12.48,1.87,3,8.22,0.7,2.173,5,3.51,0.255,1.14,13.42,13.8,0.48,0.036,1.02,0.39,11.42,0.56,7.31,0.54,1.77,0.535,0.585,0.86,3.164,0.72,4.79,3.28,0.25
31/3/2020,1.44,12.48,1.9,3,8.4,0.7,2.331,5.05,3.6,0.255,1.16,13.46,13.68,0.49,0.036,1.07,0.39,11.6,0.57,7.45,0.56,1.77,0.565,0.59,0.86,3.18,0.745,4.69,3.25,0.265
1/4/2020,1.41,12.5,1.86,2.94,8.6,0.705,2.331,4.99,3.53,0.255,1.15,13.22,12.8,0.48,0.041,1.11,0.4,11.66,0.56,7.32,0.56,1.65,0.56,0.61,0.86,3.136,0.75,4.55,3.22,0.27
2/4/2020,1.43,12.52,1.86,2.92,8.8,0.705,2.324,4.99,3.52,0.255,1.15,13.14,12.7,0.495,0.036,1.08,0.4,11.7,0.56,7.34,0.575,1.65,0.58,0.635,0.86,3.16,0.745,4.61,3.25,0.3
3/4/2020,1.42,12.54,1.84,2.92,8.69,0.705,2.317,4.99,3.5,0.255,1.15,13.14,12.3,0.5,0.041,1.08,0.395,11.62,0.59,7.4,0.58,1.65,0.585,0.615,0.8,3.14,0.75,4.56,3.29,0.295
6/4/2020,1.43,12.56,1.88,2.95,8.69,0.705,2.324,4.99,3.5,0.245,1.18,13.16,12.3,0.54,0.05,1.1,0.405,11.84,0.55,7.65,0.6,1.8,0.6,0.635,0.8,3.18,0.755,4.66,3.3,0.3
7/4/2020,1.45,12.66,1.9,2.99,8.8,0.705,2.346,5.04,3.56,0.255,1.21,13.4,12.44,0.575,0.045,1.16,0.41,11.98,0.58,7.83,0.645,1.75,0.64,0.67,0.82,3.18,0.785,4.6,3.52,0.31
8/4/2020,1.45,12.76,1.89,2.95,8.82,0.7,2.36,5.1,3.52,0.23,1.17,13.32,12.3,0.555,0.045,1.17,0.41,11.9,0.58,7.87,0.625,1.8,0.645,0.67,0.82,3.164,0.775,4.66,3.72,0.305
9/4/2020,1.5,12.82,1.92,2.95,9.14,0.695,2.396,5.2,3.54,0.225,1.21,13.36,12.5,0.565,0.054,1.27,0.405,11.92,0.57,7.9,0.62,1.78,0.66,0.7,0.82,3.176,0.775,4.7,3.9,0.3
10/4/2020,1.52,13.1,1.9,2.96,8.98,0.695,2.367,5.22,3.52,0.25,1.2,13.34,12.66,0.56,0.054,1.32,0.395,11.9,0.635,7.5,0.61,1.73,0.655,0.695,0.83,3.176,0.775,4.69,3.93,0.305
13/4/2020,1.48,13.34,1.88,2.96,8.81,0.615,2.317,5.28,3.5,0.25,1.19,13.32,12.62,0.55,0.05,1.32,0.41,11.9,0.605,7.45,0.595,1.7,0.65,0.685,0.81,3.168,0.765,4.7,4.02,0.3
14/4/2020,1.48,13.98,1.9,2.98,8.8,0.68,2.317,5.37,3.57,0.24,1.18,13.5,12.6,0.57,0.054,1.33,0.42,12,0.66,7.58,0.6,1.78,0.67,0.71,0.8,3.168,0.775,4.71,4.36,0.305
15/4/2020,1.5,14.1,1.88,3.03,8.8,0.65,2.346,5.7,3.56,0.22,1.19,13.56,12.6,0.57,0.054,1.35,0.42,12,0.68,7.64,0.6,1.91,0.71,0.715,0.8,3.168,0.78,4.73,4.24,0.295
16/4/2020,1.53,14.12,1.89,3.06,8.74,0.68,2.353,5.85,3.55,0.22,1.2,13.48,12.86,0.57,0.05,1.26,0.44,12.7,0.68,7.58,0.605,1.91,0.725,0.73,0.8,3.188,0.79,4.79,4.29,0.305
17/4/2020,1.57,14.2,1.92,3.1,8.98,0.68,2.439,5.88,3.63,0.23,1.23,13.74,13.4,0.585,0.054,1.35,0.435,13.2,0.72,7.7,0.615,1.92,0.73,0.74,0.815,3.208,0.805,4.8,4.45,0.32
20/4/2020,1.57,14.32,1.98,3.02,9.41,0.69,2.417,5.73,3.77,0.23,1.26,13.78,13.76,0.575,0.054,1.35,0.445,13.42,0.7,7.69,0.62,1.88,0.695,0.73,0.82,3.232,0.815,4.7,4.54,0.35
21/4/2020,1.57,14,1.93,3.01,9.32,0.69,2.324,5.73,3.61,0.23,1.22,13.48,13.56,0.56,0.054,1.3,0.435,13.16,0.72,7.56,0.605,1.87,0.67,0.72,0.805,3.148,0.795,4.69,4.4,0.325
22/4/2020,1.55,14,1.93,3.01,9.2,0.67,2.324,5.74,3.49,0.23,1.22,13.44,13.3,0.58,0.05,1.3,0.43,13.08,0.7,7.5,0.605,1.87,0.685,0.72,0.82,3.144,0.795,4.76,4.38,0.335
23/4/2020,1.56,14,1.95,2.98,9.25,0.67,2.324,5.8,3.49,0.23,1.2,13.3,12.8,0.58,0.054,1.34,0.44,13.18,0.66,7.42,0.61,1.84,0.71,0.72,0.825,3.172,0.795,4.71,4.38,0.325
24/4/2020,1.54,13.9,1.93,2.96,9.14,0.67,2.324,5.78,3.5,0.23,1.22,13.24,12.8,0.575,0.059,1.34,0.455,12.98,0.68,7.36,0.605,1.84,0.715,0.7,0.78,3.164,0.795,4.7,4.27,0.325
27/4/2020,1.53,14,1.96,2.97,9.17,0.67,2.259,5.75,3.52,0.225,1.2,13.24,12.8,0.575,0.059,1.34,0.445,12.98,0.72,7.4,0.62,1.86,0.705,0.69,0.81,3.152,0.795,4.69,4.24,0.335
28/4/2020,1.53,13.96,1.95,2.92,9,0.675,2.259,5.77,3.41,0.2,1.19,13.2,12.68,0.59,0.063,1.34,0.445,12.7,0.72,7.36,0.615,1.8,0.71,0.715,0.81,3.188,0.8,4.63,4.23,0.33
29/4/2020,1.52,14.08,1.96,2.94,9,0.675,2.252,5.8,3.37,0.22,1.21,13.24,13.22,0.6,0.059,1.35,0.445,12.96,0.72,7.41,0.62,1.8,0.73,0.71,0.81,3.2,0.8,4.63,4.27,0.35
